GEO_ID,C15002G_001E,C15002G_001M,C15002G_002E,C15002G_002M,C15002G_003E,C15002G_003M,C15002G_004E,C15002G_004M,C15002G_005E,C15002G_005M,C15002G_006E,C15002G_006M,C15002G_007E,C15002G_007M,C15002G_008E,C15002G_008M,C15002G_009E,C15002G_009M,C15002G_010E,C15002G_010M,C15002G_011E,C15002G_011M,NAME,C15002G_001MA,C15002G_001EA,C15002G_002EA,C15002G_002MA,C15002G_003EA,C15002G_003MA,C15002G_004MA,C15002G_004EA,C15002G_005MA,C15002G_005EA,C15002G_006EA,C15002G_006MA,C15002G_007EA,C15002G_007MA,C15002G_008EA,C15002G_008MA,C15002G_009EA,C15002G_009MA,C15002G_010MA,C15002G_010EA,C15002G_011EA,C15002G_011MA,state
0400000US01,25176,2671,13366,2030,1980,693,4151,963,4948,1120,2287,649,11810,1701,2358,782,2470,650,4005,930,2977,873,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,19622,2114,9701,1220,824,390,3360,953,3673,777,1844,805,9921,1484,1271,519,1983,722,3993,1100,2674,842,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,62359,4531,29198,3101,6060,1396,4978,1064,10312,1989,7848,1591,33161,2760,5066,1331,6845,1262,13337,1844,7913,1458,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,20123,2197,10606,1672,2670,939,3260,907,2883,843,1793,760,9517,1463,1674,557,2437,694,3008,971,2398,901,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,675125,15090,324909,8351,53960,3546,69110,5040,116243,4793,85596,4663,350216,10873,51424,4069,63462,4435,130068,5618,105262,5532,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,67902,5274,32802,2965,4605,981,7132,1314,13278,1703,7787,1389,35100,3386,4470,1038,6885,1244,14663,2100,9082,1293,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,33436,3142,14466,2033,2223,684,4174,927,3099,810,4970,1176,18970,2174,2180,734,4573,1194,6559,1311,5658,1203,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,8689,1662,4008,853,640,420,990,404,1267,406,1111,502,4681,1213,246,179,842,436,1701,699,1892,847,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,7539,1411,3644,908,302,217,505,400,553,343,2284,811,3895,847,153,151,569,435,604,278,2569,751,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,177707,8254,80933,5288,13318,2099,19863,2320,28132,2855,19620,2335,96774,5293,16989,2122,23182,2553,33295,3457,23308,2501,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,64530,4531,29368,2898,5914,1384,7026,1454,7778,1427,8650,1581,35162,2761,5871,1073,6166,1502,12095,1603,11030,1609,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,156603,7338,78615,4260,6027,1192,32213,3374,27426,2675,12949,1386,77988,4481,6544,1263,28268,3184,26576,2391,16600,1988,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,14705,1752,6472,1118,691,340,2302,708,2141,713,1338,574,8233,1389,1337,485,2355,798,3512,1100,1029,512,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,89174,6385,44037,4127,6843,1108,8228,1429,14431,2226,14535,2180,45137,3667,6665,1206,6680,1267,15846,2111,15946,2496,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,40338,3262,20464,2105,2354,702,6097,1111,7829,1380,4184,1095,19874,2287,3508,720,5290,1332,6799,1398,4277,1192,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,18617,2128,10150,1639,2284,804,3418,982,3235,892,1213,478,8467,1277,1302,591,1879,600,3282,768,2004,877,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,32336,2851,14899,1761,2759,801,3724,880,4872,1122,3544,835,17437,2068,2051,635,4574,1153,7687,1124,3125,798,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,23849,2772,11804,1844,2940,945,2549,788,3093,830,3222,1227,12045,1570,2667,938,2427,876,4965,1053,1986,713,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,28190,2776,14308,2180,3410,1144,3503,946,3807,1000,3588,1036,13882,1554,2579,785,3599,902,4050,863,3654,964,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,9865,1254,4443,865,769,340,1853,618,1195,465,626,308,5422,824,825,484,2280,664,1355,529,962,372,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,60653,4335,28013,3025,3606,1043,5467,1273,9014,1617,9926,1605,32640,2626,3500,908,6678,1503,10880,1583,11582,1446,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,85850,6581,41103,4106,11219,2321,12882,2372,6777,1202,10225,1548,44747,4110,9905,1720,12413,2083,9623,1649,12806,1789,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,89426,4323,43567,2382,7612,1386,12432,1415,14954,1837,8569,1062,45859,3315,6057,1157,9132,1200,19286,1865,11384,1503,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,41972,3381,17947,2073,2782,886,4878,947,4947,975,5340,1052,24025,2153,2051,901,6351,993,9268,1320,6355,1387,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,11640,2219,5169,1335,1425,549,1229,631,1331,587,1184,474,6471,1402,1580,717,744,348,3139,1053,1008,467,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,55662,4141,27134,2555,5523,1335,7286,1528,9569,1647,4756,1122,28528,2829,4458,1044,7037,1349,10810,1602,6223,1211,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,9733,1552,4878,1093,693,438,1693,607,1603,653,889,453,4855,985,585,332,528,329,2303,653,1439,615,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,13285,1769,6330,1127,1017,427,1244,504,2375,839,1694,450,6955,1084,838,388,1586,533,2767,865,1764,641,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,45529,4176,21743,2748,2954,1154,5936,1299,8892,1778,3961,984,23786,2504,2811,1008,6803,1436,9015,1502,5157,1135,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,10281,1375,4283,847,875,448,1232,539,1339,548,837,425,5998,1070,432,265,1779,587,1839,732,1948,749,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,109392,7493,53946,4717,14017,2721,16227,2370,11144,1973,12558,1692,55446,4165,9991,1678,14015,2458,14919,1842,16521,1657,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,23212,2498,11376,1543,1108,496,3255,869,4488,986,2525,629,11836,1594,1255,468,2012,775,5468,1202,3101,776,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,236835,9112,116263,6604,28576,3437,30318,3137,27711,3303,29658,3100,120572,5227,23323,2861,28169,2570,29266,2838,39814,3286,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,81228,5425,38413,3675,7706,1610,9704,1922,14019,2278,6984,1496,42815,3643,5686,1290,7942,1429,16787,2472,12400,1814,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3531,731,1534,493,114,127,359,215,674,324,387,311,1997,630,256,228,447,284,919,526,375,314,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,79485,4178,37272,2853,5043,1278,11357,1807,11859,1717,9013,1711,42213,2883,7008,1368,9800,1630,15449,1712,9956,1399,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,135936,5400,64026,2913,11216,1591,21085,1934,20733,1833,10992,1711,71910,3771,8268,1564,21125,2359,28781,2801,13736,1800,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,62112,4666,28669,2788,4476,1293,6464,1313,11660,1708,6069,1431,33443,2789,4154,1030,7454,1514,13536,1858,8299,1536,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,86288,5389,41457,3558,8347,1630,12264,1807,11060,1729,9786,1917,44831,3391,7035,1222,11955,1605,13774,2113,12067,1606,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,11858,1876,5781,1365,1582,652,1327,670,1540,757,1332,520,6077,1232,1578,560,802,491,1327,620,2370,852,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,28608,3111,13565,1892,2758,847,3109,976,4301,1128,3397,1012,15043,1973,1698,719,2876,919,6353,1457,4116,1141,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5651,1226,2876,689,374,338,1325,584,758,426,419,402,2775,871,205,182,744,587,1486,526,340,245,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,41414,4131,19256,2611,4250,1145,6701,1309,3494,845,4811,1305,22158,2483,3881,962,6308,1387,7504,1370,4465,1194,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,228847,8475,108570,5194,19912,1971,24617,2593,34313,3118,29728,3037,120277,5448,21676,2307,26919,2757,40394,3213,31288,2512,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,18285,2058,8645,1400,1237,515,2365,760,2917,946,2126,792,9640,1372,1366,521,2096,671,3636,775,2542,700,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3829,866,1441,489,223,191,214,155,444,266,560,328,2388,665,0,211,342,235,858,493,1188,418,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,79792,5236,35986,3194,4357,1010,7475,1602,10258,1777,13896,1866,43806,3203,5498,1317,7132,1324,14862,1865,16314,2222,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,120656,5308,58626,3822,5840,1157,15415,2193,22488,2441,14883,1691,62030,3447,5993,1440,13835,1780,27860,2527,14342,1935,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,15026,1468,7057,1102,1735,646,2149,789,2100,794,1073,400,7969,1275,1637,654,2687,663,2448,674,1197,595,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,37940,3230,19336,2242,2760,721,7302,1306,5105,1112,4169,1039,18604,1908,2564,837,5322,1063,5931,1028,4787,1107,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6388,1481,3398,946,242,192,1655,801,1219,555,282,304,2990,882,118,117,1005,520,1471,650,396,326,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,306103,9409,144884,5737,48991,3591,42535,3427,31669,3122,21689,2422,161219,5262,45035,3371,39290,3177,42507,3251,34387,3270,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
